Run	Assay Type	AssemblyName	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	ENA-FIRST-PUBLIC (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE (run)	ENA-LAST-UPDATE	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	population	ReleaseDate	create_date	version	Sample Name	SRA Study	Super_Population_Code	common_name	external_id	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Sample_name	Scientific_Name	Submitter_Id
ERR3989117	WGS	JTFH01	300	97627215900	PRJEB36890	SAMEA6603929	9645588424	NYGC	public	sra,run.zq,cram	gs,s3,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990982	Illumina NovaSeq 6000	HG03056	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	MSL	2020-04-24T00:00:00Z	2020-04-28T23:44:00Z	1	HG03056	ERP120144	AFR									
ERR3989118	WGS	GCA_000001405.24	300	110534740800	PRJEB36890	SAMEA6603930	9847722940	NYGC	public	cram,run.zq,sra	s3,ncbi,gs	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990983	Illumina NovaSeq 6000	HG03065	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	MSL	2020-04-24T00:00:00Z	2020-04-25T21:33:00Z	1	HG03065	ERP120144	AFR									
ERR3989119	WGS	JTFH01	300	112335006900	PRJEB36890	SAMEA6603931	11203402265	NYGC	public	sra,cram,run.zq	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990984	Illumina NovaSeq 6000	HG03098	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	MSL	2020-04-24T00:00:00Z	2020-04-26T09:04:00Z	1	HG03098	ERP120144	AFR									
ERR3989120	WGS	GCA_000001405.24	300	113421023400	PRJEB36890	SAMEA6603932	10355413689	NYGC	public	sra,cram,run.zq	s3,gs,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990985	Illumina NovaSeq 6000	HG03101	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T22:18:00Z	1	HG03101	ERP120144	AFR									
ERR3989121	WGS	GCA_000001405.24	300	113755290900	PRJEB36890	SAMEA6603933	9932888199	NYGC	public	sra,cram,run.zq	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990986	Illumina NovaSeq 6000	HG03110	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T21:59:00Z	1	HG03110	ERP120144	AFR									
ERR3989122	WGS	GCA_000001405.24	300	104501997900	PRJEB36890	SAMEA6603934	9416456171	NYGC	public	cram,run.zq,sra	ncbi,gs,s3	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990987	Illumina NovaSeq 6000	HG03113	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T22:20:00Z	1	HG03113	ERP120144	AFR									
ERR3989123	WGS	GCA_000001405.24	300	115738554600	PRJEB36890	SAMEA6603935	9940019489	NYGC	public	sra,run.zq,cram	s3,gs,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990988	Illumina NovaSeq 6000	HG03116	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T23:00:00Z	1	HG03116	ERP120144	AFR									
ERR3989124	WGS	JTFH01	300	104002333200	PRJEB36890	SAMEA6603936	10034374417	NYGC	public	run.zq,sra	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990989	Illumina NovaSeq 6000	HG03119	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T16:40:00Z	1	HG03119	ERP120144	AFR									
ERR3989125	WGS	GCA_000001405.24	300	108103218000	PRJEB36890	SAMEA6603937	9672887183	NYGC	public	cram,run.zq,sra	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990990	Illumina NovaSeq 6000	HG03122	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T22:04:00Z	1	HG03122	ERP120144	AFR									
ERR3989126	WGS	JTFH01	300	113599653300	PRJEB36890	SAMEA6603938	10656725531	NYGC	public	sra,run.zq,cram	s3,gs,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990991	Illumina NovaSeq 6000	HG03125	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T21:04:00Z	1	HG03125	ERP120144	AFR									
ERR3989127	WGS	GCA_000001405.24	300	108614932800	PRJEB36890	SAMEA6603939	9634088440	NYGC	public	cram,sra,run.zq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990992	Illumina NovaSeq 6000	HG03128	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T23:35:00Z	1	HG03128	ERP120144	AFR									
ERR3989128	WGS	JTFH01	300	108232653900	PRJEB36890	SAMEA6603940	11228914645	NYGC	public	run.zq,sra,cram	ncbi,gs,s3	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990993	Illumina NovaSeq 6000	HG03131	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-29T22:16:00Z	1	HG03131	ERP120144	AFR									
ERR3989129	WGS	GCA_000001405.24	300	102871167600	PRJEB36890	SAMEA6603941	9108282896	NYGC	public	sra,cram,run.zq	s3,gs,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990994	Illumina NovaSeq 6000	HG03134	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T20:51:00Z	1	HG03134	ERP120144	AFR									
ERR3989130	WGS	GCA_000001405.24	300	108654396300	PRJEB36890	SAMEA6603942	9418834640	NYGC	public	cram,run.zq,sra	ncbi,s3,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990995	Illumina NovaSeq 6000	HG03137	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T22:06:00Z	1	HG03137	ERP120144	AFR									
ERR3989131	WGS	JTFH01	300	110391727800	PRJEB36890	SAMEA6603943	10672342008	NYGC	public	run.zq,sra,cram	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990996	Illumina NovaSeq 6000	HG03161	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T22:04:00Z	1	HG03161	ERP120144	AFR									
ERR3989132	WGS	JTFH01	300	116595448500	PRJEB36890	SAMEA6603944	10695392464	NYGC	public	run.zq,sra,cram	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990997	Illumina NovaSeq 6000	HG03164	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T12:46:00Z	1	HG03164	ERP120144	AFR									
ERR3989133	WGS	JTFH01	300	107060781300	PRJEB36890	SAMEA6603945	9669337022	NYGC	public	sra,cram,run.zq	ncbi,s3,gs	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990998	Illumina NovaSeq 6000	HG03170	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T18:56:00Z	1	HG03170	ERP120144	AFR									
ERR3989134	WGS	JTFH01	300	109771407300	PRJEB36890	SAMEA6603946	10457984178	NYGC	public	cram,run.zq,sra	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990999	Illumina NovaSeq 6000	HG03191	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T17:25:00Z	1	HG03191	ERP120144	AFR									
ERR3989135	WGS	GCA_000001405.24	300	107375340000	PRJEB36890	SAMEA6603947	9754762350	NYGC	public	sra,cram,run.zq	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991000	Illumina NovaSeq 6000	HG03197	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T22:23:00Z	1	HG03197	ERP120144	AFR									
ERR3989136	WGS	GCA_000001405.24	300	107583294600	PRJEB36890	SAMEA6603948	9122675423	NYGC	public	cram,sra,run.zq	ncbi,s3,gs	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991001	Illumina NovaSeq 6000	HG03200	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T22:11:00Z	1	HG03200	ERP120144	AFR									
ERR3989137	WGS	GCA_000001405.24	300	108528513000	PRJEB36890	SAMEA6603949	9955085870	NYGC	public	cram,run.zq,sra	ncbi,gs,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991002	Illumina NovaSeq 6000	HG03230	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-25T23:45:00Z	1	HG03230	ERP120144	SAS									
ERR3989138	WGS	GCA_000001405.24	300	105661457100	PRJEB36890	SAMEA6603950	9405482089	NYGC	public	run.zq,cram,sra	s3,ncbi,gs	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991003	Illumina NovaSeq 6000	HG03236	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-25T22:16:00Z	1	HG03236	ERP120144	SAS									
ERR3989139	WGS	JTFH01	300	106491346500	PRJEB36890	SAMEA6603951	9755990991	NYGC	public	run.zq,sra,cram	gs,s3,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991004	Illumina NovaSeq 6000	HG03239	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-26T12:34:00Z	1	HG03239	ERP120144	SAS									
ERR3989140	WGS	GCA_000001405.24	300	103161591600	PRJEB36890	SAMEA6603952	9696800108	NYGC	public	sra,run.zq,cram	gs,s3,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991005	Illumina NovaSeq 6000	HG03242	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T22:17:00Z	1	HG03242	ERP120144	AFR									
ERR3989141	WGS	GCA_000001405.24	300	113968483800	PRJEB36890	SAMEA6603953	9993192700	NYGC	public	sra,run.zq,cram	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991006	Illumina NovaSeq 6000	HG03248	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T22:01:00Z	1	HG03248	ERP120144	AFR									
ERR3989142	WGS	JTFH01	300	113027959500	PRJEB36890	SAMEA6603954	12337699107	NYGC	public	run.zq,sra,cram	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991007	Illumina NovaSeq 6000	HG03249	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-26T11:30:00Z	1	HG03249	ERP120144	AFR									
ERR3989143	WGS	GCA_000001405.24	300	115203863400	PRJEB36890	SAMEA6603955	10708478043	NYGC	public	sra,run.zq,cram	ncbi,s3,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991008	Illumina NovaSeq 6000	HG03250	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T21:46:00Z	1	HG03250	ERP120144	AFR									
ERR3989144	WGS	JTFH01	300	113745337200	PRJEB36890	SAMEA6603956	11439479139	NYGC	public	run.zq,cram,sra	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991009	Illumina NovaSeq 6000	HG03251	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-26T11:36:00Z	1	HG03251	ERP120144	AFR									
ERR3989145	WGS	GCA_000001405.24	300	113704408500	PRJEB36890	SAMEA6603957	10816570231	NYGC	public	sra,run.zq,cram	gs,s3,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991010	Illumina NovaSeq 6000	HG03260	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T23:04:00Z	1	HG03260	ERP120144	AFR									
ERR3989146	WGS	GCA_000001405.24	300	104972498100	PRJEB36890	SAMEA6603958	9245188438	NYGC	public	run.zq,cram,sra	gs,s3,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991011	Illumina NovaSeq 6000	HG03269	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T21:36:00Z	1	HG03269	ERP120144	AFR									
ERR3989147	WGS	GCA_000001405.24	300	108084308100	PRJEB36890	SAMEA6603959	9415289962	NYGC	public	sra,run.zq,cram	ncbi,s3,gs	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991012	Illumina NovaSeq 6000	HG03272	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T21:30:00Z	1	HG03272	ERP120144	AFR									
ERR3989148	WGS	JTFH01	300	99742050000	PRJEB36890	SAMEA6603960	9359176655	NYGC	public	sra,run.zq,cram	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991013	Illumina NovaSeq 6000	HG03296	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T09:26:00Z	1	HG03296	ERP120144	AFR									
ERR3989149	WGS	JTFH01	300	112741290000	PRJEB36890	SAMEA6603961	10534006193	NYGC	public	cram,run.zq,sra	s3,ncbi,gs	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991014	Illumina NovaSeq 6000	HG03299	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T12:20:00Z	1	HG03299	ERP120144	AFR									
ERR3989150	WGS	GCA_000001405.24	300	109805208900	PRJEB36890	SAMEA6603962	9141058575	NYGC	public	run.zq,cram,sra	gs,ncbi,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991015	Illumina NovaSeq 6000	HG03302	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T23:42:00Z	1	HG03302	ERP120144	AFR									
ERR3989151	WGS	GCA_000001405.24	300	114473055300	PRJEB36890	SAMEA6603963	9837697977	NYGC	public	sra,cram,run.zq	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991016	Illumina NovaSeq 6000	HG03305	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T23:23:00Z	1	HG03305	ERP120144	AFR									
ERR3989152	WGS	GCA_000001405.24	300	110761151700	PRJEB36890	SAMEA6603964	10749977214	NYGC	public	run.zq,sra,cram	gs,ncbi,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991017	Illumina NovaSeq 6000	HG03306	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T01:49:00Z	1	HG03306	ERP120144	AFR									
ERR3989153	WGS	JTFH01	300	113375475600	PRJEB36890	SAMEA6603965	11578187449	NYGC	public	run.zq,sra,cram	s3,ncbi,gs	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991018	Illumina NovaSeq 6000	HG03307	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T12:23:00Z	1	HG03307	ERP120144	AFR									
ERR3989154	WGS	JTFH01	300	108697299600	PRJEB36890	SAMEA6603966	11235081143	NYGC	public	sra,cram,run.zq	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991019	Illumina NovaSeq 6000	HG03308	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T09:28:00Z	1	HG03308	ERP120144	AFR									
ERR3989155	WGS	JTFH01	300	104775092700	PRJEB36890	SAMEA6603967	10097348356	NYGC	public	run.zq,cram,sra	ncbi,s3,gs	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991020	Illumina NovaSeq 6000	HG03309	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-29T06:35:00Z	1	HG03309	ERP120144	AFR									
ERR3989156	WGS	GCA_000001405.24	300	105724494900	PRJEB36890	SAMEA6603968	9482559693	NYGC	public	sra,run.zq,cram	ncbi,gs,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991021	Illumina NovaSeq 6000	HG03310	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T00:10:00Z	1	HG03310	ERP120144	AFR									
ERR3989157	WGS	GCA_000001405.24	300	103228914900	PRJEB36890	SAMEA6603969	9159792835	NYGC	public	run.zq,sra,cram	gs,s3,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991022	Illumina NovaSeq 6000	HG03312	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T23:24:00Z	1	HG03312	ERP120144	AFR									
ERR3989158	WGS	GCA_000001405.24	300	104930731500	PRJEB36890	SAMEA6603970	9652143180	NYGC	public	run.zq,sra,cram	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991023	Illumina NovaSeq 6000	HG03314	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T22:23:00Z	1	HG03314	ERP120144	AFR									
ERR3989159	WGS	GCA_000001405.24	300	107941095300	PRJEB36890	SAMEA6603971	9575509498	NYGC	public	sra,cram,run.zq	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991024	Illumina NovaSeq 6000	HG03344	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-25T23:50:00Z	1	HG03344	ERP120144	AFR									
ERR3989160	WGS	GCA_000001405.24	300	117150573300	PRJEB36890	SAMEA6603972	10282440018	NYGC	public	sra,run.zq,cram	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991025	Illumina NovaSeq 6000	HG03350	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T00:41:00Z	1	HG03350	ERP120144	AFR									
ERR3989161	WGS	GCA_000001405.24	300	103365374700	PRJEB36890	SAMEA6603973	9124103749	NYGC	public	sra,cram,run.zq	s3,gs,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991026	Illumina NovaSeq 6000	HG03368	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T00:22:00Z	1	HG03368	ERP120144	AFR									
ERR3989162	WGS	JTFH01	300	109268979000	PRJEB36890	SAMEA6603974	10189142763	NYGC	public	cram,sra,run.zq	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991027	Illumina NovaSeq 6000	HG03371	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T13:42:00Z	1	HG03371	ERP120144	AFR									
ERR3989163	WGS	JTFH01	300	107103295500	PRJEB36890	SAMEA6603975	10423526049	NYGC	public	run.zq,sra,cram	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991028	Illumina NovaSeq 6000	HG03373	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-27T22:28:00Z	1	HG03373	ERP120144	AFR									
ERR3989164	WGS	GCA_000001405.24	300	104601641400	PRJEB36890	SAMEA6603976	8804871797	NYGC	public	sra,run.zq,cram	s3,ncbi,gs	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991029	Illumina NovaSeq 6000	HG03374	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ESN	2020-04-24T00:00:00Z	2020-04-26T00:30:00Z	1	HG03374	ERP120144	AFR									
ERR3989165	WGS	GCA_000001405.24	300	112568468700	PRJEB36890	SAMEA6603977	11060453906	NYGC	public	cram,run.zq,sra	s3,ncbi,gs	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991030	Illumina NovaSeq 6000	HG03438	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	MSL	2020-04-24T00:00:00Z	2020-04-26T00:35:00Z	1	HG03438	ERP120144	AFR									
ERR3989166	WGS	JTFH01	300	109713735300	PRJEB36890	SAMEA6603978	10497590738	NYGC	public	cram,sra,run.zq	s3,gs,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991031	Illumina NovaSeq 6000	HG03453	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	MSL	2020-04-24T00:00:00Z	2020-04-28T20:12:00Z	1	HG03453	ERP120144	AFR									
ERR3989167	WGS	GCA_000001405.24	300	101036681400	PRJEB36890	SAMEA6603979	8690090401	NYGC	public	run.zq,cram,sra	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991032	Illumina NovaSeq 6000	HG03454	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	MSL	2020-04-24T00:00:00Z	2020-04-26T00:29:00Z	1	HG03454	ERP120144	AFR									
ERR3989168	WGS	JTFH01	300	108580798500	PRJEB36890	SAMEA6603980	11682457702	NYGC	public	run.zq,cram,sra	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991033	Illumina NovaSeq 6000	HG03456	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	MSL	2020-04-24T00:00:00Z	2020-04-26T22:38:00Z	1	HG03456	ERP120144	AFR									
ERR3989169	WGS	GCA_000001405.24	300	113049431100	PRJEB36890	SAMEA6603981	10546195562	NYGC	public	cram,run.zq,sra	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991034	Illumina NovaSeq 6000	HG03480	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	MSL	2020-04-24T00:00:00Z	2020-04-25T23:06:00Z	1	HG03480	ERP120144	AFR									
ERR3989170	WGS	GCA_000001405.24	300	115037305500	PRJEB36890	SAMEA6603982	11634804614	NYGC	public	run.zq,sra,cram	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991035	Illumina NovaSeq 6000	HG03486	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	MSL	2020-04-24T00:00:00Z	2020-04-26T03:19:00Z	1	HG03486	ERP120144	AFR									
ERR3989171	WGS	JTFH01	300	105703346100	PRJEB36890	SAMEA6603983	11215974962	NYGC	public	sra,cram,run.zq	gs,s3,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991036	Illumina NovaSeq 6000	HG03487	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-26T09:16:00Z	1	HG03487	ERP120144	SAS									
ERR3989172	WGS	GCA_000001405.24	300	107012833500	PRJEB36890	SAMEA6603984	9468479795	NYGC	public	run.zq,sra,cram	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991037	Illumina NovaSeq 6000	HG03489	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-26T00:22:00Z	1	HG03489	ERP120144	SAS									
